Artikelnummer;Barcode;Artikeltext1;KoliBarcode;Artikelgruppe;Steuersatz;EKPreis;VKPreis;Lagerbestand;AktionNetto;AktionVon;AktionBis;Pfand;PfandID;Pfandartikel
13000111;;Akpinar Naturell Gourmet 0,25l 20er Kiste;;Getränke;19;5,95;7,49;135;6,99;29.06.2026;11.07.2026;DPG Pfand Getränke 20er Kiste - 4,50 Euro;328;0
13000112;;Acqua Fonte Pura Naturale 0,25l 24er Kiste;;Getränke;19;6,85;7,99;120;7,99;29.06.2026;11.07.2026;DPG Pfand Kiste Getränke 24er - 5,10€;45;0
13000113;;Acqua Fonte Pura Frizzante 0,25l 24er Kiste;;Getränke;19;6,85;7,99;120;7,99;29.06.2026;11.07.2026;DPG Pfand Kiste Getränke 24er - 5,10€;45;0
13000114;;FuzeTea Pfirsisch 0,25l Glasflasche 24 er Pack;54020870;Getränke;19;14,43;15,49;34;0;24.05.2026;24.05.2026;DPG Pfand Kiste Getränke 24er - 5,10€;45;0
13000115;42116455;FuzeTea Pfirsisch 0,4l PET 12er Pack;5,45E+12;Getränke;19;8,48;9,99;112;0;24.05.2026;24.05.2026;DPG Pfand EINWEG 0,25 - 12er 3,00 Euro;224;0
13000116;5,00E+12;FuzeTea Zitrone 0,4l PET 12er Pack;5,00E+12;Getränke;19;8,48;9,99;119;0;24.05.2026;24.05.2026;DPG Pfand EINWEG 0,25 - 12er 3,00 Euro;224;0
13000117;;HabibTea Zitrone 0,5l 12er Pack;4,04E+12;Getränke;19;9,24;10,49;105;0;25.05.2026;25.05.2026;;0;0
13000118;;HabibTea Pfirsisch 0,5l 12er Pack;4,04E+12;Getränke;19;9,24;10,49;104;0;25.05.2026;25.05.2026;;0;0
13000119;;HabibTea DoppelApfel 0,5l 12er Pack;4,04E+12;Getränke;19;9,24;10,49;110;0;25.05.2026;25.05.2026;;0;0
13000120;;HabibTea Wassermelone 0,5l 12er Pack;4,04E+12;Getränke;19;9,24;10,49;106;0;25.05.2026;25.05.2026;;0;0
13000121;;HabibTea Traube Minze 0,5l 12er Pack;4,04E+12;Getränke;19;9,24;10,49;115;0;25.05.2026;25.05.2026;;0;0
13000122;;HabibTea Energy Classic 0,25l 24er Pack;4,04E+12;Getränke;19;18,48;22,99;126;0;25.05.2026;25.05.2026;DPG Pfand EINWEG 0,25 - 24er 19% - 6,00 Euro;113;0
13000123;;Fire of Istanbul Gazoz 0,33l 24er Pack;8,69E+12;Getränke;19;8,16;9,99;30;0;27.05.2026;27.05.2026;DPG Pfand EINWEG 0,25 - 24er 19% - 6,00 Euro;113;0
13000124;;Fire of Istanbul Portakal 0,33l 24er Pack;8,69E+12;Getränke;19;8,16;9,99;54;0;27.05.2026;27.05.2026;DPG Pfand EINWEG 0,25 - 24er 19% - 6,00 Euro;113;0
13000125;4,00E+12;Capri Sun Cola 10x200 ml;;Getränke;19;2,46;2,99;64;0;30.05.2026;30.05.2026;;0;0
13000126;4,00E+12;Capri Sun Elfentrank 10x200ml Karton;4,00E+12;Getränke;19;2,46;2,99;72;0;30.05.2026;30.05.2026;;0;0
13000127;4,00E+12;Capri Sun Jungle Drink 10x200ml Karton;4,00E+12;Getränke;19;2,46;2,99;72;0;30.05.2026;30.05.2026;;0;0
13000128;4,00E+12;Capri Sun Kirsche 10x200ml Karton;4,00E+12;Getränke;19;2,46;2,99;38;0;30.05.2026;30.05.2026;;0;0
13000129;4,00E+12;Capri Sun Monster Alarm 10x200ml Karton;4,00E+12;Getränke;19;2,46;2,99;60;0;30.05.2026;30.05.2026;;0;0
13000130;4,00E+12;Capri Sun Multivitamin 10x200ml Karton;4,00E+12;Getränke;19;2,46;2,99;26;0;30.05.2026;30.05.2026;;0;0
13000131;4,00E+12;Capri Sun Multivitamin Zero 10x200ml Karton;;Getränke;19;2,46;2,99;60;0;30.05.2026;30.05.2026;;0;0
13000132;4,00E+12;Capri Sun Mystic Dragon 10x200ml Karton;;Getränke;19;2,46;2,99;68;0;30.05.2026;30.05.2026;;0;0
13000133;4,00E+12;Capri Sun Orange 10x200ml Karton;4,00E+12;Getränke;19;2,46;2,99;46;0;30.05.2026;30.05.2026;;0;0
13000134;4,00E+12;Capri Sun Safari 10x200ml Karton;4,00E+12;Getränke;19;2,46;2,99;72;0;30.05.2026;30.05.2026;;0;0
13000135;4,10E+12;Durstlöscher Waldmeister 500ml 12er Pack;4,10E+12;Getränke;19;0,44;0,5;364;0;30.05.2026;30.05.2026;;0;0
13000136;4,10E+12;Durstlöscher Banane Sauerkirsche 500ml 12er Pack;;Getränke;19;0,44;0,5;241;0;30.05.2026;30.05.2026;;0;0
13000137;4,10E+12;Durstlöscher Apfel Orange 500ml 12er Pack;;Getränke;19;0,44;0,5;144;0;30.05.2026;30.05.2026;;0;0
13000138;4,10E+12;Durstlöscher Bubble Gum 500ml 12er Pack;;Getränke;19;0,44;0,5;336;0;30.05.2026;30.05.2026;;0;0
13000139;4,10E+12;Durstlöscher Blueberry-Vanille 500ml x 12;;Getränke;19;0,44;0,5;344;0;30.05.2026;30.05.2026;;0;0
13000140;4,10E+12;Durstlöscher Black Mystery 500ml 12er Pack;;Getränke;19;0,44;0,5;384;0;30.05.2026;30.05.2026;;0;0
13000141;4,10E+12;Durstlöscher Honigmelone-Zitrone 500ml x 12 ;;Getränke;19;0,44;0,5;423;0;30.05.2026;30.05.2026;;0;0
13000142;4,10E+12;Durstlöscher Erdbeer-Rhabarber 500ml x 12;4,10E+12;Getränke;19;0,44;0,5;22;0;30.05.2026;30.05.2026;;0;0
13000143;4,10E+12;Durstlöscher Mango Eistee 500ml x 12;;Getränke;19;0,44;0,5;318;0;30.05.2026;30.05.2026;;0;0
13000144;4,10E+12;Durstlöscher Cola 500ml x 12;;Getränke;19;0,44;0,5;384;0;30.05.2026;30.05.2026;;0;0
13000145;5,45E+12;FANTA Orange 0,5l PET 12er Pack;5,45E+12;Getränke;19;8,35;10,49;104;8,79;29.06.2026;01.08.2026;DPG Pfand EINWEG 0,25 - 12er 3,00 Euro;224;0
13000146;;Mezzo Mix 0,5l PET 12er Pack;;Getränke;19;8,35;10,49;108;8,79;29.06.2026;01.08.2026;DPG Pfand EINWEG 0,25 - 12er 3,00 Euro;224;0
13000147;;Coke Light  0,5l PET-Einwegflasche 12er Pack;;Getränke;19;8,35;10,49;106;9,49;29.06.2026;01.08.2026;DPG Pfand EINWEG 0,25 - 12er 3,00 Euro;224;0
13000148;5,45E+12;Coca Cola  1Lt  12er PET;;Getränke;19;11,57;11,69;221;11,69;28.06.2026;01.08.2026;DPG Pfand Kiste Getränke 12er - 3,30 Euro;331;0
13000149;5,45E+12;FANTA Orange  1Lt  - 12er PET;;Getränke;19;11,57;11,69;114;0;28.06.2026;28.06.2026;DPG Pfand Kiste Getränke 12er - 3,30 Euro;331;0
13000150;5,45E+12;SPRITE  1Lt  - 12er PET;;Getränke;19;11,57;11,69;115;0;28.06.2026;28.06.2026;DPG Pfand Kiste Getränke 12er - 3,30 Euro;331;0
13000151;5,45E+12;Mezzo Mix  1Lt  - 12er PET;;Getränke;19;11,57;11,69;118;0;28.06.2026;28.06.2026;DPG Pfand Kiste Getränke 12er - 3,30 Euro;331;0
13000152;5,45E+12;Coke Zero  1Lt  - 12er PET;;Getränke;19;11,57;11,69;196;0;28.06.2026;28.06.2026;DPG Pfand Kiste Getränke 12er - 3,30 Euro;331;0
13000153;5,00E+12;FANTA  Mango Dragon  0,33Lt  Dose - 24er Pack;;Getränke;19;9,67;9,99;81;9,88;29.06.2026;01.08.2026;DPG Pfand EINWEG 0,25 - 24er - 6,00 Euro;113;0
13000154;5,00E+12;FANTA  Cassis  0,33Lt  Dose - 24er Pack;;Getränke;19;9,67;9,99;97;9,88;29.06.2026;01.08.2026;DPG Pfand EINWEG 0,25 - 24er - 6,00 Euro;113;0
13000155;5,00E+12;FANTA  Apfel Cherry  0,33Lt  Dose - 24er Pack;;Getränke;19;9,67;9,99;99;9,88;29.06.2026;01.08.2026;DPG Pfand EINWEG 0,25 - 24er - 6,00 Euro;113;0
13000156;5,00E+12;FuzeTea  Pfirsisch  0,33l Dose - 24er Pack;;Getränke;19;11,7;12,49;86;0;02.07.2026;02.07.2026;DPG Pfand EINWEG 0,25 - 24er - 6,00 Euro;113;0
13000157;5,00E+12;FuzeTea  Zitrone  0,33l Dose - 24er Pack;;Getränke;19;11,7;12,49;17;0;02.07.2026;02.07.2026;DPG Pfand EINWEG 0,25 - 24er - 6,00 Euro;113;0
13000158;5,45E+12;VIO  0,25l  Glasflasche - 24er Kiste;;Getränke;19;6,71;7,49;180;0;02.07.2026;02.07.2026;DPG Pfand Kiste Getränke 24er - 5,10€;45;0
13000159;5,00E+12;POWERADE BLAU  0,5l  PET - 12er Pack;;Getränke;19;10,79;11,79;108;0;02.07.2026;02.07.2026;DPG Pfand EINWEG 0,25 - 12er 3,00 Euro;224;0
14000000;;Gaffel Wiess 0,33l 24er Kiste;4,00E+12;Alkohol;19;13,75;16,99;5;14,49;22.06.2026;31.07.2026;DPG Pfand Bierkiste 24er 3,42;110;0
14000001;;Mühlen Kölsch 0,5l 20er Kiste;4,00E+12;Alkohol;19;14,5;17,49;5;14,99;22.06.2026;31.07.2026;DPG Pfand Bierkiste 20er 3,10;111;0
14000003;;Mühlen Kölsch 0,33l 20er Kiste;4,00E+12;Alkohol;19;11,95;14,49;5;12,79;22.06.2026;31.07.2026;DPG Pfand Bierkiste 20er 3,10;111;0
14000004;;Reissdorf Kölsch 0,5l 20er Kiste;4,01E+12;Alkohol;19;12,45;15,49;39;12,99;22.06.2026;31.07.2026;DPG Pfand Bierkiste 20er 3,10;111;0
14000005;;Reissdorf Kölsch 0,33l 24er Kiste;4,01E+12;Alkohol;19;11,95;14,49;39;12,49;22.06.2026;31.07.2026;DPG Pfand Bierkiste 24er 3,42;110;0
14000006;;Bitburger Pils 0,5l Glasflasche 20er Kiste;4,10E+12;Alkohol;19;14,75;17,99;5;15,49;22.06.2026;31.07.2026;DPG Pfand Bierkiste 20er 3,10;111;0
14000007;;Tyskie Pils 0,5l Glasflasche 20er Kiste;5,90E+12;Alkohol;19;14,75;17,99;10;15,49;22.06.2026;31.07.2026;DPG Pfand Bierkiste 20er 3,10;111;0
14000008;;Lech Pils 0,5l 20er Kiste;5,90E+12;Alkohol;19;14,75;17,99;5;15,49;22.06.2026;31.07.2026;DPG Pfand Bierkiste 20er 3,10;111;0
14000009;;Augustiner Hell 0,5l 20er Kiste;4,11E+12;Alkohol;19;15,65;18,95;2;15,99;22.06.2026;31.07.2026;DPG Pfand Bierkiste 20er 3,10;111;0
14000010;;Karlsberg Mixery Cola 0,5l 20er Kiste;4,00E+12;Alkohol;19;16,45;19,99;5;16,99;22.06.2026;31.07.2026;DPG Pfand Bierkiste 20er 3,10;111;0
14000011;;Karlsberg Mixery Cola 0,33l 24er Kiste;4,00E+12;Alkohol;19;14,95;18,29;5;15,99;22.06.2026;31.07.2026;DPG Pfand Bierkiste 24er 3,42;110;0
14000012;;Vitamalz 0,5l 20er Kiste;4,00E+12;Alkohol;19;10,25;12,49;5;10,99;22.06.2026;31.07.2026;DPG Pfand Bierkiste 20er 3,10;111;0
14000013;;Vitamalz 0,33l 24er Kiste;4,00E+12;Alkohol;19;9,95;12,49;5;10,49;22.06.2026;31.07.2026;DPG Pfand Bierkiste 24er 3,42;110;0
14000014;;Krombacher Pils 0,5l 20er Kiste;4,01E+12;Alkohol;19;14,45;17,49;5;14,99;22.06.2026;31.07.2026;DPG Pfand Bierkiste 20er 3,10;111;0
14000015;;Krombacher Pils 0,33l 24er Kiste;4,01E+12;Alkohol;19;14,1;17,29;5;14,49;22.06.2026;31.07.2026;DPG Pfand Bierkiste 24er 3,42;110;0
14000016;;Warsteiner Pils 0,5l 20er Kiste;4,00E+12;Alkohol;19;15,45;18,99;5;15,99;22.06.2026;31.07.2026;DPG Pfand Bierkiste 20er 3,10;111;0
14000017;;Veltins Pils 0,5l 20er Kiste;4,01E+12;Alkohol;19;14,95;18,49;5;15,49;22.06.2026;31.07.2026;DPG Pfand Bierkiste 20er 3,10;111;0
14000018;;Veltins Pils 0,33l 24er Kiste;4,01E+12;Alkohol;19;14,45;17,99;5;14,99;22.06.2026;31.07.2026;DPG Pfand Bierkiste 24er 3,42;110;0
14000019;;Erdinger Hefe Weißbier 0,5l 20er Kiste;4,00E+12;Alkohol;19;16,95;20,99;5;17,49;22.06.2026;31.07.2026;DPG Pfand Bierkiste 20er 3,10;111;0
14000020;;Erdinger alkoholfrei 0,5l 20er Kiste;4,00E+13;Alkohol;19;16,95;20,99;5;17,49;22.06.2026;31.07.2026;DPG Pfand Bierkiste 20er 3,10;111;0
14000021;;Paulaner Hefe Weißbier naturtrüb 0,5l 20er Kiste;4,07E+12;Alkohol;19;15,85;19,99;5;16,49;22.06.2026;31.07.2026;DPG Pfand Bierkiste 20er 3,10;111;0
14000022;;Paulaner alkoholfrei 0,5l 20er Kiste;4,07E+12;Alkohol;19;15,85;19,99;5;16,49;22.06.2026;31.07.2026;DPG Pfand Bierkiste 20er 3,10;111;0
14000023;;Sion Kölsch 0,33l 24er Kiste;4,01E+12;Alkohol;19;10,58;12,99;5;10,99;22.06.2026;31.07.2026;DPG Pfand Bierkiste 24er 3,42;110;0
14000024;;Jever Pils 0,5l 20er Kiste;4,01E+12;Alkohol;19;14,5;17,99;5;14,99;22.06.2026;31.07.2026;DPG Pfand Bierkiste 20er 3,10;111;0
14000025;;Jever Pils 0,33l 24er Kiste;4,01E+12;Alkohol;19;14,25;17,49;5;14,99;22.06.2026;31.07.2026;DPG Pfand Bierkiste 24er 3,42;110;0
14000026;;Budweiser Pils 0,5l 20er Kiste;8,59E+12;Alkohol;19;16,25;19,95;10;16,99;22.06.2026;31.07.2026;DPG Pfand Bierkiste 20er 3,10;111;0
14000027;;Budweiser Pils 0,33l 24er Kiste;8,59E+12;Alkohol;19;16,25;19,95;10;16,99;22.06.2026;31.07.2026;DPG Pfand Bierkiste 24er 3,42;110;0
14000028;;Spaten Münchner Hell 0,5l 20er Kiste;4,07E+12;Alkohol;19;14,99;18,49;10;15,79;22.06.2026;31.07.2026;DPG Pfand Bierkiste 20er 3,10;111;0
14000029;;Beck´s Pils 0,5l 20er Kiste;41001318;Alkohol;19;14,95;17,95;5;15,49;22.06.2026;31.07.2026;DPG Pfand Bierkiste 20er 3,10;111;0
14000030;;Beck´s Pils 0,33l 24er Kiste;41001301;Alkohol;19;13,99;17,49;4;14,79;22.06.2026;31.07.2026;DPG Pfand Bierkiste 24er 3,42;110;0
14000031;;Corona Extra 0,355l 24er Pack;75033927;Alkohol;19;19,99;24,95;10;20,79;22.06.2026;31.07.2026;DPG Pfand Bierkiste 24er 3,42;110;0
14000032;;Peroni Nastro Azzurro 24er Kiste;8,01E+12;Alkohol;19;18,49;22,49;10;18,99;22.06.2026;31.07.2026;DPG Pfand Bierkiste 24er 3,42;110;0
14000033;;Gilden Kölsch 0,5l 20er Kiste;4,00E+12;Alkohol;19;11,29;13,79;5;11,79;22.06.2026;31.07.2026;DPG Pfand Bierkiste 20er 3,10;111;0
14000034;;Warsteiner Pils 0,33l 24er Kiste;4,01E+11;Alkohol;19;14,29;17,49;5;14,99;22.06.2026;31.07.2026;DPG Pfand Bierkiste 24er 3,42;110;0
14000035;;Bitburger Pils 0,33l 24er Kiste;4,10E+12;Alkohol;19;15,29;18,69;5;15,99;22.06.2026;31.07.2026;DPG Pfand Bierkiste 24er 3,42;110;0
14000036;;Gaffel Kölsch 0,5l 20er Kiste;4,00E+12;Alkohol;19;14,29;17,49;10;14,99;22.06.2026;31.07.2026;DPG Pfand Bierkiste 20er 3,10;111;0
14000037;;Gaffel Kölsch 0,33l 24er Kiste;4,00E+12;Alkohol;19;13,69;16,49;10;14,49;22.06.2026;31.07.2026;DPG Pfand Bierkiste 24er 3,42;110;0
14000038;;San Miguel 0,33l 24er Kiste;8,41E+12;Alkohol;19;15,95;19,49;10;16,79;22.06.2026;31.07.2026;DPG Pfand Bierkiste 24er 3,42;110;0
14000039;;Klüngels 0,33l 5,10% Vol. 24er Kiste;4,04E+12;Alkohol;19;10,86;13,49;20;11,49;22.06.2026;31.07.2026;DPG Pfand Bierkiste 24er 3,42;110;0
14000040;;Heineken Pils 0,33l 24er Kiste;8,71E+12;Alkohol;19;16,99;20,49;8;17,79;22.06.2026;31.07.2026;DPG Pfand Bierkiste 24er 3,42;110;0
14000041;;Heineken Pils 0,25l 28er Kiste;8,71E+12;Alkohol;19;15,49;18,75;10;16,49;22.06.2026;31.07.2026;DPG Pfand Bierkiste 28er - 3,74 Euro;273;0
14000042;;Desperados 0,33l 24er Kiste;3,16E+12;Alkohol;19;24,85;29,99;10;25,49;22.06.2026;31.07.2026;DPG Pfand Bierkiste 24er 3,42;110;0
14000043;;Birra Moretti 0,33l 24er Kiste;9,03E+12;Alkohol;19;16,49;19,79;10;16,99;22.06.2026;31.07.2026;DPG Pfand Bierkiste 24er 3,42;110;0
14000044;;Früh Kölsch 0,5l Glasflasche 20er Kiste;4,00E+12;Alkohol;19;12,15;14,95;160;12,99;22.06.2026;31.07.2026;DPG Pfand Bierkiste 20er 3,10;111;0
14000045;;Früh Kölsch 0,33l Glasflasche 24er Kiste;4,00E+12;Alkohol;19;11,63;14,29;160;12,49;22.06.2026;31.07.2026;DPG Pfand Bierkiste 24er 3,42;110;0
14000046;;Früh Kölsch 0,0% 0,33l 24er Kiste;4,00E+12;Alkohol;19;11,63;13,99;40;12,49;22.06.2026;31.07.2026;DPG Pfand Bierkiste 24er 3,42;110;0
14000047;;Früh Kölsch 0,33l 4x6 24er Kiste;4,00E+12;Alkohol;19;12,51;14,99;40;12,99;22.06.2026;31.07.2026;DPG Pfand Bierkiste 24er 3,42;110;0
14000048;;Früh Sport Zitrone 0,33l 24er Kiste;4,00E+12;Alkohol;19;10,98;13,49;40;11,49;22.06.2026;31.07.2026;DPG Pfand Bierkiste 24er 3,42;110;0
14000049;;Früh NaturRadler 0,33l 24er Kiste;4,00E+12;Alkohol;19;11,63;14,29;40;12,49;22.06.2026;31.07.2026;DPG Pfand Bierkiste 24er 3,42;110;0
14000050;;Schreckenskammer Kölsch 0,5l 20er Kiste;4,00E+12;Alkohol;19;12,63;15,49;120;13,49;22.06.2026;31.07.2026;DPG Pfand Bierkiste 20er 3,10;111;0
14000051;;Schreckenskammer Kölsch 0,33l 20er Kiste;4,00E+12;Alkohol;19;10,95;13,49;96;11,99;22.06.2026;31.07.2026;DPG Pfand Bierkiste 20er 3,10;111;0
14000052;;Schreckenskammer alkoholfrei 0,33l 20er Kiste;4,00E+12;Alkohol;19;10,95;13,49;48;11,49;22.06.2026;31.07.2026;DPG Pfand Bierkiste 20er 3,10;111;0
18000000;4,04E+12;Milram Vollmilchjoghurt 3,5% natur - 5kg;4,04E+12;Molkerei;7;5,2;6,49;0;0;27.05.2026;27.05.2026;;0;0
18000001;4,04E+12;Milram Vollmilchjoghurt 3,5% natur - 10kg;4,04E+12;Molkerei;7;10,4;12,49;26;0;27.05.2026;27.05.2026;;0;0
18000002;2,82E+12;Milram Gouda 48% - 15kg;;Molkerei;7;4,08;4,19;2.162,45;4,09;13.07.2026;01.08.2026;;0;0
18000003;2,82E+12;Milram Edamer 40% - 15kg;4,01E+12;Molkerei;7;4,08;4,19;560,79;0;27.05.2026;27.05.2026;;0;0
18000004;2,82E+12;Milram Edamer 30% - 15kg;4,01E+12;Molkerei;7;4,08;4,19;609,25;0;27.05.2026;27.05.2026;;0;0
18000005;2,81E+12;Milram Mozzarella 40% - 15kg;4,04E+12;Molkerei;7;4,5;5,19;635,44;4,59;29.06.2026;01.08.2026;;0;0
18000006;2,86E+12;Milram Gouda Schnittkäse 45% Fett - 3kg;4,04E+12;Molkerei;7;4,3;4,99;340,18;0;27.05.2026;27.05.2026;;0;0
18000007;2,86E+12;Milram Mozzarella 40% - 2,5 kg;2,86E+12;Molkerei;7;4,6;5,29;295,85;0;27.05.2026;27.05.2026;;0;0
18000008;4,04E+12;Milram Raspel Gouda 48% - 2kg;;Molkerei;7;4,87;5,79;197;4,89;29.06.2026;01.08.2026;;0;0
18000009;4,04E+12;Milram Raspel Mozzarella 40% - 2kg;4,04E+12;Molkerei;7;5;5,79;97;5;29.06.2026;11.07.2026;;0;0
18000010;4,04E+12;Milram Raspel Gouda-Mozzarella-Mix - 2kg;4,04E+12;Molkerei;7;4,95;5,99;100;4,99;29.06.2026;01.08.2026;;0;0
18000011;4,04E+12;Milram Würfel Mozzarella 40% - 2kg;4,04E+12;Molkerei;7;5;5,79;100;5;29.06.2026;01.08.2026;;0;0
18000012;4,04E+12;Milram H-Sahne 30% - 1kg;4,04E+12;Molkerei;7;2,5;2,89;535;0;27.05.2026;27.05.2026;;0;0
18000013;4,04E+12;Milram Küchensahne 20% - 1kg;4,03E+13;Molkerei;7;1,93;2,19;718;1,99;29.06.2026;01.08.2026;;0;0
18000014;4,04E+12;Milram Speisequark 40% - 5kg;4,04E+12;Molkerei;7;10,6;12,99;20;0;27.05.2026;27.05.2026;;0;0
18000015;;Milram Speisequark mager - 5kg;4,04E+12;Molkerei;7;7,4;8,49;19;0;27.05.2026;27.05.2026;;0;0
18000016;;Milram Speisequark mager - 10kg;4,04E+12;Molkerei;7;14,8;16,99;20;0;27.05.2026;27.05.2026;;0;0
18000017;;Milram Schlagsahne 33% (360) - 5kg;4,04E+12;Molkerei;7;13,95;15,99;20;0;27.05.2026;27.05.2026;;0;0
18000018;;Milram Schlagsahne 30% - 5kg;4,04E+12;Molkerei;7;13,15;15,29;20;0;27.05.2026;27.05.2026;;0;0
18000019;4,01E+12;Körfez Ayran 250ml;4,01E+12;Molkerei;7;4;4,79;86;0;27.05.2026;27.05.2026;;0;0
18000020;;Körfez Ayran 500ml;4,01E+12;Molkerei;7;5,2;6,19;857;0;27.05.2026;27.05.2026;;0;0
18000021;4,01E+12;Körfez Joghurt 3,8% 10kg;4,01E+12;Molkerei;7;9,9;12,49;77;0;27.05.2026;27.05.2026;;0;0
18000022;4,01E+12;Körfez Joghurt 3,8% 5kg;4,01E+12;Molkerei;7;5,4;6,49;98;0;27.05.2026;27.05.2026;;0;0
18000023;4,01E+12;Körfez Joghurt 10% 1kg;4,01E+12;Molkerei;7;1,35;1,79;41;0;27.05.2026;27.05.2026;;0;0
18000024;4,01E+12;Körfez Joghurt 3,5% 1kg;4,01E+12;Molkerei;7;1,2;1,49;0;0;27.05.2026;27.05.2026;;0;0
18000025;4,27E+12;By Cesmeli  Ayran - 250 ml - 20 Stück;;Molkerei;7;4,8;5,79;62;0;27.05.2026;27.05.2026;;0;0
18000026;4,27E+12;By Cesmeli Yoghurt - 10kg;;Molkerei;7;10,8;13,99;52;0;27.05.2026;27.05.2026;;0;0
28000000;8,69E+12;HARIBO Helal Happy Sour Cola 100g;4,00E+12;Snacks & Süßwaren;7;0,59;0,69;672;0;27.05.2026;27.05.2026;;0;0
28000001;8,69E+12;HARIBO Helal Chamallow Pink&White 70g;8,69E+12;Snacks & Süßwaren;7;0,59;0,69;0;0;27.05.2026;27.05.2026;;0;0
28000002;8,69E+12;HARIBO Helal Chamallows Party 70g;8,69E+12;Snacks & Süßwaren;7;0,59;0,69;360;0;27.05.2026;27.05.2026;;0;0
28000003;8,69E+12;HARIBO Chamallows Rubino 70g;8,69E+12;Snacks & Süßwaren;7;0,59;0,69;623;0;27.05.2026;27.05.2026;;0;0
28000004;4,00E+12;HARIBO Helal Croco 100g;4,00E+12;Snacks & Süßwaren;7;0,59;0,69;497;0;27.05.2026;27.05.2026;;0;0
28000005;4,00E+12;HARIBO Helal Worms Sour 80g;4,00E+12;Snacks & Süßwaren;7;0,59;0,69;835;0;27.05.2026;27.05.2026;;0;0
28000006;4,00E+12;HARIBO Helal Goldbären 100g;4,00E+12;Snacks & Süßwaren;7;0,59;0,69;827;0;27.05.2026;27.05.2026;;0;0
28000007;4,00E+12;HARIBO Helal Happy Cherries 100g;4,00E+12;Snacks & Süßwaren;7;0,59;0,69;830;0;27.05.2026;27.05.2026;;0;0
28000008;4,00E+12;HARIBO Helal Happy Cola 100g;4,00E+12;Snacks & Süßwaren;7;0,59;0,69;831;0;29.05.2026;29.05.2026;;0;0
28000009;9,00E+12;HARIBO Helal Pommes Sauer 100g;9,00E+12;Snacks & Süßwaren;7;0,59;0,69;672;0;29.05.2026;29.05.2026;;0;0
28000010;4,00E+12;HARIBO Helal Primavera Strawberries 80g;4,00E+12;Snacks & Süßwaren;7;0,59;0,69;494;0;29.05.2026;29.05.2026;;0;0
28000011;4,00E+12;HARIBO Helal Tropi Frutti Aroma Karisik Tropik Meyve 100g;4,00E+12;Snacks & Süßwaren;7;0,59;0,69;830;0;29.05.2026;29.05.2026;;0;0
28000012;4,00E+12;HARIBO Helal Worms Solucan 100g;4,00E+12;Snacks & Süßwaren;7;0,59;0,69;840;0;29.05.2026;29.05.2026;;0;0
28000013;4,00E+12;HARIBO Veggie Bunte Tüte 100g;4,00E+12;Snacks & Süßwaren;7;0,56;0,69;778;0;30.05.2026;30.05.2026;;0;0
28000014;4,00E+12;HARIBO Veggie Miami Sauer 85g;4,00E+12;Snacks & Süßwaren;7;0,56;0,69;654;0;30.05.2026;30.05.2026;;0;0
28000015;4,00E+12;HARIBO Veggie Schlümpfe 100g;4,00E+12;Snacks & Süßwaren;7;0,56;0,69;897;0;30.05.2026;30.05.2026;;0;0
28000016;4,00E+12;HARIBO Veggie Pasta Frutta 85g;4,00E+12;Snacks & Süßwaren;7;0,56;0,69;660;0;30.05.2026;30.05.2026;;0;0
28000017;4,00E+12;HARIBO Veggie Spaghetti Rot Sauer 85g;4,00E+12;Snacks & Süßwaren;7;0,56;0,69;596;0;30.05.2026;30.05.2026;;0;0
28000027;4,04E+12;SUNTAT Labneh 12x500g Schale;4,04E+12;Molkerei;7;2,45;2,99;60;0;27.05.2026;27.05.2026;;0;0
30000000;4,04E+12;TOP Papierhandtücher 2lg Weiss 3200 st 25/21;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;14,16;16,99;31;0;19.05.2026;19.05.2026;;0;0
30000001;4,04E+12;TOP Papierhandtücher 1Lg 4000 st 25/23;;Verpackung/Reinigungsmittel/Hygiene;19;11,8;13,49;31;0;19.05.2026;19.05.2026;;0;0
30000002;4,03E+12;Handwaschlotion Neutral 5L Kanister;;Verpackung/Reinigungsmittel/Hygiene;19;6,81;8,49;5;0;19.05.2026;19.05.2026;;0;0
30000003;4,03E+12;ZetClean Handwaschlotion Premium 5L Kanister;;Verpackung/Reinigungsmittel/Hygiene;19;7,44;8,99;10;0;19.05.2026;19.05.2026;;0;0
30000004;4,03E+12;Müllbeutel 60L Weiss;;Verpackung/Reinigungsmittel/Hygiene;19;13,55;16,49;795;0;19.05.2026;19.05.2026;;0;0
30000005;4,03E+12;ZetClean Handspülmittel Ohne Duft 1L;;Verpackung/Reinigungsmittel/Hygiene;19;2,01;2,49;120;0;19.05.2026;19.05.2026;;0;0
30000006;4,03E+12;ZetClean Allzweckreiniger AZ citro 1L;;Verpackung/Reinigungsmittel/Hygiene;19;1,51;1,79;120;0;19.05.2026;19.05.2026;;0;0
30000007;5,90E+12;Mehrweg-Löffel Transperant 20x100st;;Verpackung/Reinigungsmittel/Hygiene;19;0,82;1,29;399;0;21.05.2026;21.05.2026;;0;0
30000008;4,25E+12;WECO Spülmittel 10l Kanister;;Verpackung/Reinigungsmittel/Hygiene;19;7,99;9,49;39;0;25.05.2026;25.05.2026;;0;0
30000009;4,25E+12;WECO Allzweckreiniger  Salmiak 10l Kanister;;Verpackung/Reinigungsmittel/Hygiene;19;7,49;8,99;30;0;25.05.2026;25.05.2026;;0;0
