Artikelnummer;Barcode;Artikeltext1;KoliBarcode;Artikelgruppe;Steuersatz;EKPreis;VKPreis;Lagerbestand;AktionNetto;AktionVon;AktionBis;Pfand;PfandID;Pfandartikel
31000483;7,29E+12;Dates Medjoul Superior (LARGE)  8x1 kg;7,29E+12;Obst;7;48;8,49;55;0;29.05.2026;29.05.2026;;0;0
31000486;8,68E+12;Mr Oxy Feuchttücher Easy Clean vers. Sorten 100er Pack;8,68E+12;Verpackung/Reinigungsmittel/Hygiene;19;1,4;1,69;404;0;29.05.2026;29.05.2026;;0;0
31000487;8,68E+12;Mr Oxy Feuchttücher Easy Clean Zitronenduft 100er Pack;;Verpackung/Reinigungsmittel/Hygiene;19;1,4;1,69;385;0;29.05.2026;29.05.2026;;0;0
31000489;8,68E+12;Mr Oxy Feuchttücher Easy Clean Bleiche Blau;;Verpackung/Reinigungsmittel/Hygiene;19;1,4;1,69;311;0;29.05.2026;29.05.2026;;0;0
31000490;8,68E+12;Mr Oxy Feuchttücher Easy Clean Weiße Seife 100er Pack;8,68E+12;Verpackung/Reinigungsmittel/Hygiene;19;1,4;1,69;323;0;29.05.2026;29.05.2026;;0;0
31000491;8,68E+12;Mr Oxy Feuchttücher Easy Clean Kirschblüte 100er Pack;8,68E+12;Verpackung/Reinigungsmittel/Hygiene;19;1,4;1,69;319;0;29.05.2026;29.05.2026;;0;0
31000492;8,68E+12;Mr Oxy Feuchttücher Easy Clean Weiße Seife & Natron 100er Pack;8,68E+12;Verpackung/Reinigungsmittel/Hygiene;19;1,4;1,69;337;0;29.05.2026;29.05.2026;;0;0
31000493;8,68E+12;Mr Oxy Maxima Spülmittel Weiße Seife & Natron 650ml;;Verpackung/Reinigungsmittel/Hygiene;19;1,2;1,49;0;0;29.05.2026;29.05.2026;;0;0
31000494;8,68E+12;Mr Oxy Maxima Spülmittel Limon Kokulu 650ml;;Verpackung/Reinigungsmittel/Hygiene;19;1,2;1,49;180;0;29.05.2026;29.05.2026;;0;0
31000496;8,68E+12;Mr Oxy Maxima Spülmittel Elma Kokulu 650ml;;Verpackung/Reinigungsmittel/Hygiene;19;1,2;1,49;180;0;29.05.2026;29.05.2026;;0;0
31000497;8,68E+12;Mr Oxy Maxima Spülmittel Yaban Mersini Blau 650ml;;Verpackung/Reinigungsmittel/Hygiene;19;1,2;1,49;178;0;29.05.2026;29.05.2026;;0;0
31000498;8,68E+12;Mr Oxy Vollwaschmittel Color XXXL 85W 5,1kg + GRATIS Mr Oxy Weichspüler 1l;8,68E+12;Verpackung/Reinigungsmittel/Hygiene;19;6,5;7,89;95;0;29.05.2026;29.05.2026;;0;0
31000499;8,68E+12;Mr Oxy Vollwaschmittel  XXXL 85 W 5,1kg + GRATIS Mr Oxy Weichspüler 1l;8,68E+12;Verpackung/Reinigungsmittel/Hygiene;19;6,5;7,89;92;0;29.05.2026;29.05.2026;;0;0
31000500;8,68E+12;Mr Oxy Weichspüler Konzentrat Lavanta Manolya 1440ml;8,68E+12;Verpackung/Reinigungsmittel/Hygiene;19;1,7;2,19;152;0;29.05.2026;29.05.2026;;0;0
31000501;8,68E+12;Mr Oxy Weichspüler Konzentrat Lilyum & Mavi Lotus 1440ml;8,68E+12;Verpackung/Reinigungsmittel/Hygiene;19;1,7;2,19;171;0;29.05.2026;29.05.2026;;0;0
31000502;8,68E+12;Mr Oxy Weichspüler Konzentrat Sakayik & Müge 1440ml;8,68E+12;Verpackung/Reinigungsmittel/Hygiene;19;1,7;1,19;180;0;29.05.2026;29.05.2026;;0;0
31000503;8,69E+12;PorCöz Backofenreiniger 750ml Spray;8,69E+12;Verpackung/Reinigungsmittel/Hygiene;19;1,4;1,69;120;0;29.05.2026;29.05.2026;;0;0
31000504;8,69E+12;PorCöz Badezimmerreiniger 750ml Spray;8,69E+12;Verpackung/Reinigungsmittel/Hygiene;19;1,3;1,59;120;0;29.05.2026;29.05.2026;;0;0
31000505;8,69E+12;PorCöz Bleichmittel Dickflüssig Camasir Suyu Bahar Tazeligi 750ml;8,69E+12;Verpackung/Reinigungsmittel/Hygiene;19;0,8;0,99;150;0;29.05.2026;29.05.2026;;0;0
31000506;8,69E+12;PorCöz Bleichmittel dickflüssig Camasir Suyu Yaz Yagmuru 750ml;8,69E+12;Verpackung/Reinigungsmittel/Hygiene;19;0,8;0,99;150;0;29.05.2026;29.05.2026;;0;0
31000507;8,69E+12;PorCöz Fettlöser Yag Cözücü 1l;8,69E+12;Verpackung/Reinigungsmittel/Hygiene;19;1,3;1,59;180;0;29.05.2026;29.05.2026;;0;0
31000508;8,69E+12;PorCöz Fettlöser Yag Cözücü 750ml Spray;8,69E+12;Verpackung/Reinigungsmittel/Hygiene;19;1,4;1,69;120;0;29.05.2026;29.05.2026;;0;0
31000509;8,69E+12;PorCöz Rohrfrei Gel, Lavabo Acici Jel 1l;8,69E+12;Verpackung/Reinigungsmittel/Hygiene;19;1,3;1,59;179;0;29.05.2026;29.05.2026;;0;0
31000510;8,69E+12;PorCöz Rohrfrei Granulat, Lavabo Acici Granül 100g;8,69E+12;Verpackung/Reinigungsmittel/Hygiene;19;1;1,19;240;0;29.05.2026;29.05.2026;;0;0
31000511;8,69E+12;PorCöz Rost- & Kalklöser, Pas ve Kirec Cözücü 1l;8,69E+12;Verpackung/Reinigungsmittel/Hygiene;19;1,4;1,69;176;0;29.05.2026;29.05.2026;;0;0
31000512;8,69E+12;PorCöz Rost- & Kalklöser, Pas ve Kirec Cözücü 750ml Spray;8,69E+12;Verpackung/Reinigungsmittel/Hygiene;19;1,4;1,69;120;0;29.05.2026;29.05.2026;;0;0
31000513;8,69E+12;PorCöz Waschmittelpulver Weiß- & Buntwäsche 3kg;;Verpackung/Reinigungsmittel/Hygiene;19;2,69;3,29;10;0;29.05.2026;29.05.2026;;0;0
31000514;8,69E+12;PorCöz Waschmittelpulver Weiß- & Buntwäsche 9kg;;Verpackung/Reinigungsmittel/Hygiene;19;7,5;8,99;10;0;29.05.2026;29.05.2026;;0;0
31000515;8,72E+12;Elidor Shampoo Definierte Locken 400ml;8,72E+12;Verpackung/Reinigungsmittel/Hygiene;19;1,4;1,69;120;0;29.05.2026;29.05.2026;;0;0
31000516;8,72E+12;Elidor Shampoo Feuchtigkeit & Glanz 400ml;;Verpackung/Reinigungsmittel/Hygiene;19;1,4;1,69;120;0;29.05.2026;29.05.2026;;0;0
31000517;8,72E+12;Elidor Shampoo Perfekte Glätte 400ml;8,72E+12;Verpackung/Reinigungsmittel/Hygiene;19;1,4;1,69;120;0;29.05.2026;29.05.2026;;0;0
31000518;8,72E+12;Elidor Shampoo Lichtschimmer+Seideneffekt 400ml;8,72E+12;Verpackung/Reinigungsmittel/Hygiene;19;1,4;1,69;119;0;29.05.2026;29.05.2026;;0;0
31000519;8,72E+12;Elidor Spülung Definierte Locken 350ml;8,72E+12;Verpackung/Reinigungsmittel/Hygiene;19;1,4;1,69;60;0;29.05.2026;29.05.2026;;0;0
31000520;8,72E+12;Elidor Spülung Feuchtigkeit & Glanz 350ml;8,72E+12;Verpackung/Reinigungsmittel/Hygiene;19;1,4;1,69;60;0;29.05.2026;29.05.2026;;0;0
31000521;8,72E+12;Elidor Spülung Perfekte Glätte 350ml;8,72E+12;Verpackung/Reinigungsmittel/Hygiene;19;1,4;1,69;60;0;29.05.2026;29.05.2026;;0;0
31000522;8,72E+12;Elidor Spülung Lichtschimmer+Seideneffekt 350ml;8,72E+12;Verpackung/Reinigungsmittel/Hygiene;19;1,4;1,69;60;0;29.05.2026;29.05.2026;;0;0
31000523;8,70E+12;Klorak Camasir Suyu, Bleichmittel 940ml;8,70E+12;Verpackung/Reinigungsmittel/Hygiene;19;0,68;0,89;372;0;29.05.2026;29.05.2026;;0;0
31000524;8,68E+12;Biotol Fettlöser, Yag Sökücü 2+1 GRATIS 1l;8,68E+12;Verpackung/Reinigungsmittel/Hygiene;19;2,8;3,39;184;0;29.05.2026;29.05.2026;;0;0
31000525;8,70E+12;Biotol Schwamm Grooved Sponge 5er Pack;;Verpackung/Reinigungsmittel/Hygiene;19;0,4;0,49;800;0;29.05.2026;29.05.2026;;0;0
31000526;8,70E+12;Biotol Schwamm Grooved Sponge 10er Pack;;Verpackung/Reinigungsmittel/Hygiene;19;0,6;0,79;700;0;29.05.2026;29.05.2026;;0;0
31000527;8,68E+12;Biotol Super Duo Fettlöser + Oven & Hob Reiniger 2x 1l;8,68E+12;Verpackung/Reinigungsmittel/Hygiene;19;2,7;3,29;60;0;29.05.2026;29.05.2026;;0;0
31000528;8,89E+12;OMO Flüssigwaschmittel Apple Blossom & Water Lily 100W, 5l;1,89E+13;Verpackung/Reinigungsmittel/Hygiene;19;7,6;9,19;20;0;29.05.2026;29.05.2026;;0;0
31000529;8,89E+12;OMO Kapseln Lavendel & Eukalyptus 42W 840g;1,89E+13;Verpackung/Reinigungsmittel/Hygiene;19;5,4;6,49;40;0;29.05.2026;29.05.2026;;0;0
31000530;8,89E+12;OMO Kapseln Marseille Soap 42W 840g;1,89E+13;Verpackung/Reinigungsmittel/Hygiene;19;5,4;6,49;40;0;29.05.2026;29.05.2026;;0;0
31000531;8,89E+12;OMO Kapseln Rose Blossom & Morning Dew 42W 840g;1,89E+13;Verpackung/Reinigungsmittel/Hygiene;19;5,4;6,49;40;0;29.05.2026;29.05.2026;;0;0
31000532;8,89E+12;OMO Kapseln White Orchid & Mint 42W 840g;1,89E+13;Verpackung/Reinigungsmittel/Hygiene;19;5,4;6,49;40;0;29.05.2026;29.05.2026;;0;0
31000533;8,89E+12;OMO Waschmittel Pulver Apple Blossom & Water Lily 100W 5kg;;Verpackung/Reinigungsmittel/Hygiene;19;7,6;9,19;10;0;29.05.2026;29.05.2026;;0;0
31000534;8,89E+12;OMO Waschmittel Pulver Tropical Lily 100W 5kg;;Verpackung/Reinigungsmittel/Hygiene;19;7,6;9,19;10;0;29.05.2026;29.05.2026;;0;0
31000535;8,70E+12;4 Square Deodorant 2+1 GRATIS 150g;;Verpackung/Reinigungsmittel/Hygiene;19;1,6;1,99;144;0;29.05.2026;29.05.2026;;0;0
31000536;8,70E+12;4 Square Shaving Foam Sensitive Cool 2+1 GRATIS 200ml;;Verpackung/Reinigungsmittel/Hygiene;19;1,6;1,99;80;0;29.05.2026;29.05.2026;;0;0
31000537;8,70E+12;Garden Air Lufterfrischer Raumspray Mix 2+1 GRATIS 3x300ml;8,70E+12;Verpackung/Reinigungsmittel/Hygiene;19;1,5;1,8;153;0;29.05.2026;29.05.2026;;0;0
31000538;8,70E+12;WOW Niche Shampoo Argan Oil 1l;8,70E+12;Verpackung/Reinigungsmittel/Hygiene;19;2,6;3,19;120;0;29.05.2026;29.05.2026;;0;0
31000539;8,70E+12;WOW Niche Shampoo Schwarzer Knoblauch 1l;8,70E+12;Verpackung/Reinigungsmittel/Hygiene;19;2,6;3,19;120;0;29.05.2026;29.05.2026;;0;0
31000540;8,70E+12;WOW Niche Shampoo Schwarzkümmelöl 1l;8,70E+12;Verpackung/Reinigungsmittel/Hygiene;19;2,6;3,19;120;0;29.05.2026;29.05.2026;;0;0
31000541;8,70E+12;WOW Niche Shampoo Mint Menthol 1l;8,70E+12;Verpackung/Reinigungsmittel/Hygiene;19;2,6;3,19;120;0;29.05.2026;29.05.2026;;0;0
31000542;8,70E+12;WOW Niche Shampoo Olivenöl 1l;;Verpackung/Reinigungsmittel/Hygiene;19;2,6;3,19;120;0;29.05.2026;29.05.2026;;0;0
31000543;4,25E+12;Lorena Weizen für Asure 1kg;4,25E+12;Lebensmittel;7;1,16;1,39;100;0;29.05.2026;29.05.2026;;0;0
31000544;4,25E+12;Lorena Saubohnen geschält 1kg;4,25E+12;Lebensmittel;7;1,6;1,95;100;0;29.05.2026;29.05.2026;;0;0
31000545;4,25E+12;Lorena Gelbe Erbsen Split 1kg;4,25E+12;Lebensmittel;7;0,9;1,09;100;0;29.05.2026;29.05.2026;;0;0
31000546;4,25E+12;Lorena Grüne Erbsen Split 1kg;;Lebensmittel;7;1,3;1,59;100;0;29.05.2026;29.05.2026;;0;0
31000547;4,25E+12;Lorena Rote Kidneybohnen 1kg;4,25E+12;Lebensmittel;7;2,1;2,55;100;0;29.05.2026;29.05.2026;;0;0
31000548;4,25E+12;Lorena Weiße Bohnen 1kg;4,25E+12;Lebensmittel;7;1,5;1,8;100;0;29.05.2026;29.05.2026;;0;0
31000549;4,25E+12;Lorena Kidney Bohnen 1kg;4,25E+12;Lebensmittel;7;1,8;2,19;100;0;29.05.2026;29.05.2026;;0;0
31000550;4,25E+12;Lorena Kichererbsen 1kg;4,25E+12;Lebensmittel;7;1,9;2,29;100;0;29.05.2026;29.05.2026;;0;0
31000551;4,25E+12;Lorena Popcorn Mais1kg;4,25E+12;Lebensmittel;7;0,96;1,19;100;0;29.05.2026;29.05.2026;;0;0
31000552;4,25E+12;Lorena Grüne Linsen 6mm 1kg;;Lebensmittel;7;1,3;1,59;100;0;29.05.2026;29.05.2026;;0;0
31000553;4,25E+12;Lorena Grüne Linsen 4mm 1kg;;Lebensmittel;7;1,2;1,45;100;0;29.05.2026;29.05.2026;;0;0
31000554;4,25E+12;Lorena Rote Linsen Split 1kg;4,25E+12;Lebensmittel;7;1,26;1,55;100;0;29.05.2026;29.05.2026;;0;0
31000555;4,25E+12;Lorena Football Rote Linsen 1kg;;Lebensmittel;7;1,3;1,59;100;0;29.05.2026;29.05.2026;;0;0
31000556;4,25E+12;Lorena Kichererbsen 9mm 1kg;;Lebensmittel;7;1,5;1,85;100;0;29.05.2026;29.05.2026;;0;0
31000557;8,69E+12;AKFA Domates Sosu Pizzasauce 4100g;;Lebensmittel;7;4,5;5,49;60;0;29.05.2026;29.05.2026;;0;0
31000558;8,69E+12;AKFA Biber Salcasi ACI Paprikamark scharf Glass 710ml;8,69E+12;Lebensmittel;7;1,4;1,69;240;0;29.05.2026;29.05.2026;;0;0
31000559;8,69E+12;AKFA Biber Salcasi TATLI Paprikamark süß Glass 710ml;8,69E+12;Lebensmittel;7;1,4;1,69;252;0;29.05.2026;29.05.2026;;0;0
31000561;4,25E+12;Lorena Schwarze Oliven mit Stein Dose 5/1;;Konserven;7;7,5;9;80;0;29.05.2026;29.05.2026;;0;0
31000562;4,25E+12;Lorena Schwarze Oliven in Scheiben Dose 5/1;;Konserven;7;7,49;9;84;0;29.05.2026;29.05.2026;;0;0
31000563;4,25E+12;Lorena Grüne Oliven ohne Stein Doise 5/1;;Konserven;7;7,5;9;80;0;29.05.2026;29.05.2026;;0;0
31000564;4,25E+12;Lorena Grüne Oliven in Scheiben Dose 5/1;;Konserven;7;7,5;9;92;0;29.05.2026;29.05.2026;;0;0
31000565;4,25E+12;Lorena Grüne Oliven mit Stein Dose 5/1;;Konserven;7;7,5;9;79;0;29.05.2026;29.05.2026;;0;0
31000566;4,25E+12;Lorena Schwarze Oliven ohne Stein Dose 5/1;;Konserven;7;7,5;9;79;0;29.05.2026;29.05.2026;;0;0
31000567;4,25E+12;Gülcan gegrillte Auberginen Glas 2,4kg;4,25E+12;Konserven;7;4,3;5,19;216;0;29.05.2026;29.05.2026;;0;0
31000568;4,25E+12;Lorena gegrillte Auberginen 2,8kg Dose;4,25E+12;Konserven;7;4,3;5,19;146;0;29.05.2026;29.05.2026;;0;0
31000569;4,25E+12;Lorena gegrillte Auberginen 2,4kg;4,25E+12;Konserven;7;4,3;5,19;216;0;29.05.2026;29.05.2026;;0;0
31000570;4,25E+12;Lorena gegrillter Auberginensalat 1,55kg;4,25E+12;Konserven;7;2,9;3,49;171;0;29.05.2026;29.05.2026;;0;0
31000571;8,00E+12;Lorena geschälte Tomaten 2,55kg Dose;8,00E+12;Konserven;7;2,7;3,29;180;0;29.05.2026;29.05.2026;;0;0
31000573;8,00E+12;Lorena Tomaten geschält gehackt 2,5kg Dose;;Konserven;7;2,7;3,29;180;0;29.05.2026;29.05.2026;;0;0
31000574;4,25E+12;Lorena Weinblätter gefüllt mit Reis 1,95kg Dose;4,25E+12;Konserven;7;5,3;6,39;168;0;29.05.2026;29.05.2026;;0;0
31000575;4,25E+12;Lorena Weinblätter gefüllt mit Reis 400g Dose;4,25E+12;Konserven;7;1,26;1,59;118;0;29.05.2026;29.05.2026;;0;0
31000576;5,60E+12;Lorena aromatisiertes Speiseöl mit Olivenöl PET 1l;3,56E+13;Öle;7;3,2;3,99;720;0;29.05.2026;29.05.2026;;0;0
31000578;5,60E+12;Lorena aromatisiertes Speiseöl mit Olivenöl PET 3l;2,56E+13;Öle;7;9,5;10,99;180;0;30.05.2026;30.05.2026;;0;0
31000579;5,60E+12;Lorena aromatisiertes Speiseöl mit Olivenöl PET 5l;2,56E+13;Öle;7;14;15,99;110;0;30.05.2026;30.05.2026;;0;0
31000580;4,25E+12;Gülcan Paprikamark scharf PET 4,3kg;4,25E+12;Konserven;7;9,8;11,79;93;0;30.05.2026;30.05.2026;;0;0
31000581;4,25E+12;Gülcan Paprikamark mild PET 4,3kg;4,25E+12;Konserven;7;9,8;11,79;136;0;30.05.2026;30.05.2026;;0;0
31000582;4,25E+12;Gülcan Tomaten-Paprikapaste PET 4,3kg;;Konserven;7;10;12;120;0;30.05.2026;30.05.2026;;0;0
31000583;4,25E+12;Gülcan Tomatenmark Brix 28-30% 800g Dose;;Konserven;7;1;1,19;1.008,00;0;30.05.2026;30.05.2026;;0;0
31000584;4,25E+12;Gülcan Paprikamark scharf  Glas 370g;;Konserven;7;1;1,19;240;0;30.05.2026;30.05.2026;;0;0
31000585;4,25E+12;Gülcan Paprikamark scharf Glas 650g;;Konserven;7;1,6;1,95;216;0;30.05.2026;30.05.2026;;0;0
31000586;4,25E+12;Gülcan Paprikamark scharf PET 1,65kg;4,25E+12;Konserven;7;4;4,79;120;0;30.05.2026;30.05.2026;;0;0
31000587;4,25E+12;Gülcan Paprikamark mild Glas 370g;4,25E+12;Konserven;7;1;1,2;237;0;30.05.2026;30.05.2026;;0;0
31000588;4,25E+12;Gülcan Paprikamark mild Glas 650g;;Konserven;7;1,6;1,95;323;0;30.05.2026;30.05.2026;;0;0
31000589;4,25E+12;Gülcan Paprikamark mild PET 1,65kg;;Konserven;7;4;4,79;120;0;30.05.2026;30.05.2026;;0;0
31000590;4,25E+12;Gülcan Tomaten-Paprikapaste Glas 370g;;Konserven;7;0,96;1,19;357;0;30.05.2026;30.05.2026;;0;0
31000591;4,25E+12;Gülcan Tomaten-Paprikapaste Glas 650g;4,25E+12;Konserven;7;1,7;2,09;240;0;30.05.2026;30.05.2026;;0;0
31000592;4,25E+12;Gülcan Tomaten-Paprikapaste PET 1,65kg;4,25E+12;Konserven;7;3,9;4,69;30;0;30.05.2026;30.05.2026;;0;0
31000593;4,25E+12;Gülcan Tomatenmark Brix 28-30% Glas 370g;;Konserven;7;0,86;1,09;239;0;30.05.2026;30.05.2026;;0;0
31000594;4,25E+12;Gülcan Tomatenmark Brix 28-30% Glas 650g;4,25E+12;Konserven;7;1,4;1,69;236;0;30.05.2026;30.05.2026;;0;0
31000595;4,25E+12;Gülcan Tomatenmark Brix  32-34% PET 1,65kg;4,25E+12;Konserven;7;3,3;3,99;120;0;30.05.2026;30.05.2026;;0;0
31000596;4,25E+12;Gülcan Tomatenmark Brix 32-34%  Pet  4,3kg;4,25E+12;Konserven;7;9;10,8;102;0;30.05.2026;30.05.2026;;0;0
31000597;4,25E+12;Gülcan schwarze Oliven mit Stein Fici XS BLAUE Dose 1,4kg;;Konserven;7;6;7,29;192;0;30.05.2026;30.05.2026;;0;0
31000598;4,25E+12;Gülcan schwarze Oliven mit Stein Fici M-S GRAUE Dose 1,4kg;4,25E+12;Konserven;7;7;8,49;186;0;30.05.2026;30.05.2026;;0;0
31000599;4,25E+12;Gülcan schwarze Oliven mit Stein Fici M-S rote Dose 700g;;Konserven;7;4;4,89;180;0;30.05.2026;30.05.2026;;0;0
31000600;4,25E+12;Gülcan schwarze Oliven mit Stein XS-2XS BLAUE Dose 700g;;Konserven;7;3,3;3,99;180;0;30.05.2026;30.05.2026;;0;0
31000601;4,25E+12;Gülcan Kichererbsen 850ml Dose;4,25E+12;Konserven;7;0,8;0,99;263;0;30.05.2026;30.05.2026;;0;0
31000602;4,25E+12;Lorena Bohnen in Tomatensauce 2,65l Dose;;Konserven;7;3,4;4,09;60;0;30.05.2026;30.05.2026;;0;0
31000610;8,72E+12;Lipton Tee Yellow Standard 100er Beutel 150g;8,72E+12;Lebensmittel;7;2,2;2,69;215;0;30.05.2026;30.05.2026;;0;0
31000612;5,06E+12;Lipton TeeEarl Grey Black Tea 100er Beutel 160g;5,06E+12;Lebensmittel;7;2,2;2,69;144;0;30.05.2026;30.05.2026;;0;0
31000613;8,72E+12;Lipton Tee Yellow Label 25er 160g;8,72E+12;Lebensmittel;7;0,96;1,19;178;0;30.05.2026;30.05.2026;;0;0
31000614;8,91E+12;Arabian Garden Basmati Reis Sella 4,5kg;;Lebensmittel;7;7;8,4;220;0;30.05.2026;30.05.2026;;0;0
31000615;8,41E+12;Gülcan Pirinc Tosya Reis 5kg;;Lebensmittel;7;6;7,29;168;0;30.05.2026;30.05.2026;;0;0
31000616;8,41E+12;Gülcan Pirinc Tosya Reis 1kg;8,41E+11;Lebensmittel;7;1,4;1,69;240;0;30.05.2026;30.05.2026;;0;0
31000617;8,91E+12;Arabian Garden Basmati Reis Sella 900g;;Lebensmittel;7;1,5;1,85;420;0;30.05.2026;30.05.2026;;0;0
31000618;8,72E+12;Gülcan Aci Toz Biber, Paprika gemahlen Extra 1kg;8,72E+12;Gewürze;7;5,8;6,99;19;0;30.05.2026;30.05.2026;;0;0
31000619;8,72E+12;Gülcan Ak Toz Biber, Weißer Pfeffer gemahlen 1kg;8,72E+12;Gewürze;7;13;15,69;20;0;30.05.2026;30.05.2026;;0;0
31000620;8,72E+12;Gülcan Kekik Pul, Oregano 1kg;8,72E+12;Gewürze;7;10;12,09;19;0;30.05.2026;30.05.2026;;0;0
31000621;8,72E+12;Gülcan Toz Kimyon, Kümmel gemahlen 1kg;8,72E+12;Gewürze;7;8,8;10,69;20;0;30.05.2026;30.05.2026;;0;0
31000622;8,72E+12;Gülcan Maydanoz, Petersilie getrocknet 1kg;;Gewürze;7;8,5;10,29;14;0;30.05.2026;30.05.2026;;0;0
31000624;8,72E+12;Gülcan Sarimsak Granur, Knoblauch 1kg;8,72E+12;Gewürze;7;6;7,29;19;0;30.05.2026;30.05.2026;;0;0
31000625;8,72E+12;Gülcan Toz Sarimsak, Knoblauchpulver 1kg Beutel;8,72E+12;Gewürze;7;5;6;20;0;30.05.2026;30.05.2026;;0;0
31000626;8,72E+12;Gülcan Shoarma Würzsalz 1kg;8,72E+12;Gewürze;7;5;6;20;0;30.05.2026;30.05.2026;;0;0
31000627;8,72E+12;Gülcan Sumak 1kg;8,72E+12;Gewürze;7;8,5;10,29;16;0;30.05.2026;30.05.2026;;0;0
31000628;8,72E+12;Gülcan Tatli Toz Biber, paprika Edelsüß 1kg;;Gewürze;7;5;6;16;0;30.05.2026;30.05.2026;;0;0
31000629;8,72E+12;Gülcan tavuk Baharat, Hähnchenwürzsalz 1kg;5,41E+13;Gewürze;7;4;4,89;18;0;30.05.2026;30.05.2026;;0;0
31000630;8,72E+12;Gülcan 4 Mevsim Biber 180g;;Gewürze;7;4;4,89;12;0;30.05.2026;30.05.2026;;0;0
31000631;8,72E+12;Gülcan 7 Türlü Baharat, 7 gemischte Gewürze 170g;;Gewürze;7;1,26;1,59;12;0;30.05.2026;30.05.2026;;0;0
31000632;8,72E+12;Gülcan Aci Toz Biber, Paprika gemahlen 150g;;Gewürze;7;1,26;1,59;12;0;30.05.2026;30.05.2026;;0;0
31000633;8,72E+12;Gülcan Anason  Anis ganz 150g;;Gewürze;7;1,6;1,99;12;0;30.05.2026;30.05.2026;;0;0
31000634;8,72E+12;Gülcan Feslegen, Basilikum 70g;8,72E+12;Gewürze;7;1;1,2;12;0;30.05.2026;30.05.2026;;0;0
31000635;8,72E+12;Gülcan Biberiye, Rosmarin 100g;;Gewürze;7;1;1,2;12;0;30.05.2026;30.05.2026;;0;0
31000636;8,72E+12;Gülcan Biryani Baharati, Biryani Gewürz 180g;;Gewürze;7;2,5;3,09;12;0;30.05.2026;30.05.2026;;0;0
31000637;8,72E+12;Gülcan Cemen Tane, Bockshornklee ganz 200g;;Gewürze;7;0,96;1,19;12;0;30.05.2026;30.05.2026;;0;0
31000638;8,72E+12;Gülcan Cemen Unu, Bockshornklee gemahlen 200g;8,72E+12;Gewürze;7;0,96;1,19;12;0;30.05.2026;30.05.2026;;0;0
31000639;8,72E+12;Gülcan Cija Tohumu, Chiasamen 200g;;Gewürze;7;1,4;1,69;11;0;30.05.2026;30.05.2026;;0;0
31000640;8,72E+12;Gülcan Cigköfte Baharati, Hackfleischgewürz 200g;;Gewürze;7;1,3;1,59;12;0;30.05.2026;30.05.2026;;0;0
31000641;8,72E+12;Gülcan Cörek otu, Schwarzkümmel 200g;8,72E+12;Gewürze;7;1,4;1,69;12;0;30.05.2026;30.05.2026;;0;0
31000642;8,72E+12;Gülcan Cörek Süsü, Sesam Mix PET 200g;8,72E+12;Gewürze;7;1,4;1,69;12;0;30.05.2026;30.05.2026;;0;0
31000643;8,72E+12;Gülcan Dere Otu, Dill getrocknet 180g;;Gewürze;7;2,9;3,49;12;0;30.05.2026;30.05.2026;;0;0
31000644;8,72E+12;Gülcan Dere Otu, Dill getrocknet 50g;;Gewürze;7;1;1,19;12;0;30.05.2026;30.05.2026;;0;0
31000645;8,72E+12;Gülcan Et Baharati, Fleischwürzsalz PET 200g;;Gewürze;7;1,26;1,59;12;0;30.05.2026;30.05.2026;;0;0
31000646;8,72E+12;Gülcan Mangal Baharati, Grillgewürz 150g;8,72E+12;Gewürze;7;1,26;1,59;12;0;30.05.2026;30.05.2026;;0;0
31000647;8,72E+12;Gülcan Hindistan cevizi, Kokosnuss 130g;;Gewürze;7;1,2;1,49;12;0;30.05.2026;30.05.2026;;0;0
31000648;8,72E+12;Gülcan Hashas, Mohn 200g;;Gewürze;7;1,3;1,59;12;0;30.05.2026;30.05.2026;;0;0
31000649;8,72E+12;Gülcan Isot Biber, Paprika 170g;;Gewürze;7;1,4;1,69;12;0;30.05.2026;30.05.2026;;0;0
31000650;8,72E+12;Gülcan Kuru Nane, Minze getrocknet 60g;8,72E+12;Gewürze;7;1;1,2;12;0;30.05.2026;30.05.2026;;0;0
31000651;8,72E+12;Gülcan  Aycekirdek, Sonneblumen geschält 200g;;Gewürze;7;1,06;1,29;12;0;30.05.2026;30.05.2026;;0;0
31000652;8,72E+12;Gülcan Kabuksuz Kabak, kürbiskerne geschält 170g;;Gewürze;7;1,6;1,99;12;0;30.05.2026;30.05.2026;;0;0
31000653;8,72E+12;Gülcan kekik Pul, Oregano 50g;;Gewürze;7;1,1;1,39;12;0;30.05.2026;30.05.2026;;0;0
31000654;8,72E+12;Gülcan Kimyon frenk, Kreuzkümmel 180g;8,72E+12;Gewürze;7;1,4;1,69;12;0;30.05.2026;30.05.2026;;0;0
31000655;8,72E+12;Gülcan Kimyon tane, Kreuzkümmel ganz 150g;;Gewürze;7;1,8;2,19;12;0;30.05.2026;30.05.2026;;0;0
31000656;3,74E+12;Gülcan Kisnis tane, Koriander ganz 100g;;Gewürze;7;1,06;1,29;12;0;30.05.2026;30.05.2026;;0;0
31000657;8,72E+12;Gülcan Kisnis Toz, Koriander gemahlen 150g;;Gewürze;7;1,46;1,79;12;0;30.05.2026;30.05.2026;;0;0
31000658;8,72E+12;Gülcan Kori, Curry 200g;;Gewürze;7;1,2;1,49;11;0;30.05.2026;30.05.2026;;0;0
31000659;4,26E+12;Gülcan Zerdecal, Kurkuma 200g;;Gewürze;7;1,2;1,49;12;0;30.05.2026;30.05.2026;;0;0
