Artikeltext1;Gruppe;MwSt;vkNetto;vkBrutto
Marco Polo - Paprikastreifen rot/gelb/grün - 4100ml;Lebensmittel;7;6,49;6,94
Cana / Marco Polo - Paprikastreifen rot - 4250ml;Lebensmittel;7;5,49;5,87
Fresco - Champion - 800g;Lebensmittel;19;0,99;1,18
Fresco - Champignons 2. Wahl Scheiben - 2550g;Lebensmittel;7;5,49;5,87
Cana - Tomatenpulpe/polpa - 10Lt;Lebensmittel;7;13,59;14,54
Raps - Kurkuma - 550g;Lebensmittel;7;7,29;7,8
Safrisalz - Tafelsalz Fein - 500g;Lebensmittel;7;0,39;0,42
Maggi - Klare Hühnersuppe - 900g;Lebensmittel;7;15,49;16,57
Maggi - Fondor Universal Würzmittel - 900g;Lebensmittel;7;9,59;10,26
Maggi - Feine Bratensauce - 3kg;Lebensmittel;7;22,29;23,85
Maggi - Delikatess Sauce zu Braten- 3kg;Lebensmittel;7;35,59;38,08
Maggi - Jägersoße mit Champignons - 2,5kg;Lebensmittel;7;58,59;62,69
Lay - Zimt gemahlen - 1kg;Lebensmittel;7;13,79;14,76
Lay - Kümmel gemahlen - 1kg;Lebensmittel;7;7,79;8,34
Lay - Knoblauchpulver - 1kg;Lebensmittel;7;8,49;9,08
Lay - Zwiebel granuliert - 1kg;Lebensmittel;7;9,59;10,26
Lay - Thymian gerebelt - 0,5kg;Lebensmittel;7;6,59;7,05
Lay - Zwiebeln 1a geröstet - 1kg;Lebensmittel;7;7,29;7,8
Lay - Pfeffer bunt ganz - 1kg;Lebensmittel;7;19,29;20,64
Lay - Pfeffer schwarz ganz - 1kg;Lebensmittel;7;13,79;14,76
Lay - Pfeffer weiß gemahlen - 1kg;Lebensmittel;7;18,29;19,57
Lay - Chillipulver rot Cayennepfeffer - 1kg;Lebensmittel;7;8,29;8,87
Lay - Kreuzkümmel / Cumin - 1kg;Lebensmittel;7;8,99;9,62
Lay - Knoblauch granulat - 1kg;Lebensmittel;7;8,49;9,08
Maggi - Klare Fleischsuppe - 900g;Lebensmittel;7;10,79;11,55
Nordzucker - Feinzucker - 1kg;Lebensmittel;7;0,99;1,06
Südzucker - Feinzucker - 1kg;Lebensmittel;7;0,99;1,06
Ruf - Backpulver - 1kg;Lebensmittel;7;5,69;6,09
Ruf - Vanille Zucker - 1kg;Lebensmittel;7;4,19;4,48
Maggi - Würze - 101ml;Lebensmittel;7;1,69;1,81
Frischli - Cafè-sahne 10% - 240x7,5g;Lebensmittel;7;6,39;6,84
Barilla - Nudeln - No 98 Fusilli - 5kg;Lebensmittel;7;8,99;9,62
Wulfert - Curry Gewürz-Ketchup - 875ml;Lebensmittel;7;2,49;2,66
BURCU  Nohut Kirik Kichererbsen Sack halbiert - 25kg;Lebensmittel;7;29,9;31,99
Hamker - Salatmayonnaise 50% - 875ml;Lebensmittel;7;3,05;3,26
Wulfert - Mayonnaise - 875ml;Lebensmittel;7;3,09;3,31
Wulfert - Ketchup - 875ml;Lebensmittel;7;2,49;2,66
Sriracha - Hot Chilli Sauce - 445ml;Lebensmittel;7;4,45;4,76
Pinata - Cheddar chees sauce - 3kg;Saucen;7;18,5;19,8
Gyma - Currywurstsauce Premium- 5kg;Saucen;7;11,1;11,88
Wulfert - Jägersauce - 5l;Saucen;7;14,7;15,73
Wulfert - Paprikasauce Balkanart - 10kg;Saucen;7;19,79;21,18
Exotic Food - Süße Chilisauce - 725ml;Saucen;7;4,8;5,14
Food Box - 26OZ braun unbedruckt - 50stk;Verpackung/Reinigungsmittel/Hygiene;19;3,19;3,8
Julian's Hamburgerbox groß - Kraftpapier unbedruckt - 105x105x115 - 50Stk;Verpackung/Reinigungsmittel/Hygiene;19;4,19;4,99
Foodbox- 26 OZ unbedruckt weiß - 1x50;Verpackung/Reinigungsmittel/Hygiene;19;2,89;3,44
Food Box Asia - 26OZ - bedruckt - 50stk;Verpackung/Reinigungsmittel/Hygiene;19;3,19;3,8
Döner Box - 26OZ bedruckt - 50stk;Verpackung/Reinigungsmittel/Hygiene;19;2,79;3,32
Pizzakarton - 30x30x4 - braun - 100stk;Verpackung/Reinigungsmittel/Hygiene;19;13,85;16,48
Pizzakarton - 24x24x4 - braun - 100stk;Verpackung/Reinigungsmittel/Hygiene;19;10,5;12,5
Pizzakarton - 26x26x4 - braun - 100stk;Verpackung/Reinigungsmittel/Hygiene;19;10,52;12,52
Pizzakarton - 28x28x4 - braun - 100stk;Verpackung/Reinigungsmittel/Hygiene;19;11,59;13,79
Pizzakarton - 28x28x4 - weiß - 100stk;Verpackung/Reinigungsmittel/Hygiene;19;13,29;15,82
Calzonekarton - 27x17x7 - weiß - 100stk;Verpackung/Reinigungsmittel/Hygiene;19;15,63;18,6
Calzonekarton - 27x17x7 - braun - 100stk;Verpackung/Reinigungsmittel/Hygiene;19;13,49;16,05
Rollobox - 28x8x7 - braun;Verpackung/Reinigungsmittel/Hygiene;19;11;13,09
Pizzakarton - 20x20x4 - braun - 100stk;Verpackung/Reinigungsmittel/Hygiene;19;8,65;10,29
Pizzakarton - 30x30x4 - weiß - 100stk;Verpackung/Reinigungsmittel/Hygiene;19;15,85;18,86
Einwickelpapier - 10kg - 1/2;Verpackung/Reinigungsmittel/Hygiene;19;14,35;17,08
Einwickelpapier - 10kg - 45x60cm;Verpackung/Reinigungsmittel/Hygiene;19;14,35;17,08
Einschlag / Pergamentpapier - 1/4 BG - 12,5KG;Verpackung/Reinigungsmittel/Hygiene;19;37,25;44,33
Einschlag / Pergamentpapier - 1/8 BG - 12,5KG;Verpackung/Reinigungsmittel/Hygiene;19;37,25;44,33
Einschlag / illudruck - 1/8 BG - 1x10KG;Verpackung/Reinigungsmittel/Hygiene;19;25,85;30,76
Pizzakarton - 32x32x4 - weiß - 100stk;Verpackung/Reinigungsmittel/Hygiene;19;15,69;18,67
Pizzakarton - 26x26x4 - weiß - 100stk;Verpackung/Reinigungsmittel/Hygiene;19;13,35;15,89
Korno Kapya Paprika - 4kg;Gemüse;7;12,5;13,38
Falafel 10kg;TK Tiefkühl;7;4;4,28
Friessinger - Weizenmehl 550 - 25kg;Lebensmittel;7;15,3;16,37
Marco Polo - Olivenöl extra vergine - 1L;Lebensmittel;7;5,69;6,09
Basso - Olivenöl extra vergina - 5l;Lebensmittel;7;40,05;42,85
Brökelmann - Rapsöl - 1Lt  PET;Lebensmittel;7;1,69;1,81
Brökelmann - Sonnenblumenöl - 1Lt  PET;Lebensmittel;7;1,89;2,02
Palmetta - Blockfett Spezial - 10kg;Lebensmittel;7;21,5;23,01
Mühlen König - Hartweizengriess - 10kg;Lebensmittel;7;11,9;12,73
Caputo - Mehl Rot - 25kg;Lebensmittel;7;27,66;29,6
Caputo - Mehl Blau - 25kg;Lebensmittel;7;27,1;29
Bio Hemdchentragetachen  - 550 - 10x100;Verpackung/Reinigungsmittel/Hygiene;19;14,6;17,37
Suppenbecher 500ml - Kraftpapier 16OZ - 50Stk;Verpackung/Reinigungsmittel/Hygiene;19;2,79;3,32
Suppenbecher 750ml - Kraftpapier 26OZ - 50Stk;Verpackung/Reinigungsmittel/Hygiene;19;3,49;4,15
Suppenbecher Deckel 750ml - Kraftpapier 26 OZ - 50xStk;Verpackung/Reinigungsmittel/Hygiene;19;3,79;4,51
Suppenbecher Deckel 500ml - Kraftpapier 16OZ - 50Stk;Verpackung/Reinigungsmittel/Hygiene;19;3,09;3,68
Dönertüte länglich - 24x11cm - 1000Stk;Verpackung/Reinigungsmittel/Hygiene;19;13,62;16,21
Papiertüten (Bäckerbeutel) bedruckt - 12x6X20cm - 1000Stk (Paper Bag) 416;Verpackung/Reinigungsmittel/Hygiene;19;10,29;12,25
Bäckerbeutel - 20x7x45cm - 1000 Stk;Verpackung/Reinigungsmittel/Hygiene;19;22,5;26,78
Flachbeutel transparent - 250x350 - 1000Stk;Verpackung/Reinigungsmittel/Hygiene;19;15,19;18,08
Hemdchentragetaschen 13mu - 18x55cm - 1x2000;Verpackung/Reinigungsmittel/Hygiene;19;24,19;28,79
Hemdchentragetaschen weiß - 12x47cm - 20x100Stk;Verpackung/Reinigungsmittel/Hygiene;19;22,49;26,76
Bio Hemdchentragetachen 450 - 10x100;Verpackung/Reinigungsmittel/Hygiene;19;10,69;12,72
Bio Hemdchentragetaschen 480 - 10x100;Verpackung/Reinigungsmittel/Hygiene;19;11,8;14,04
KU51 Pappteller - 9x14x3 - 250stk;Verpackung/Reinigungsmittel/Hygiene;19;3,69;4,39
Löffel Lux - PS  - transparent - 100Stk;Verpackung/Reinigungsmittel/Hygiene;19;1,99;2,37
Julian´s - Pommesgabel - Holz - 85mm - 1000stk;Verpackung/Reinigungsmittel/Hygiene;19;3,09;3,68
Julian´s - Messer - Holz - 16cm - 100stk;Verpackung/Reinigungsmittel/Hygiene;19;1,99;2,37
Löffel - PP - 100stk;Verpackung/Reinigungsmittel/Hygiene;19;1,99;2,37
Snackschale Kraftpapier - 200 ml - 13.2x10.8x3.5 cm - 250 Stk;Verpackung/Reinigungsmittel/Hygiene;19;6,69;7,96
Julian - R1L  Aluschale rechteckig 845 ml - 100Stk;Verpackung/Reinigungsmittel/Hygiene;19;8,39;9,98
Aluschale mit  AK  Deckel - 2700ml - 319x259 mm - 25Stk;Verpackung/Reinigungsmittel/Hygiene;19;6,75;8,03
Aluschale - R880G - 2 geteilt - 480 ml - 227x177x30mm - 100Stk;Verpackung/Reinigungsmittel/Hygiene;19;9,79;11,65
Aluschale - C801 / R804L - 1x100;Verpackung/Reinigungsmittel/Hygiene;19;9,2;10,95
Julian - R770 - Alu Karton Runddeckel - Ø18cm - 100stk;Verpackung/Reinigungsmittel/Hygiene;19;3,49;4,15
Julian - R770 - Aluschale rund 790ml - Ø18cm - 100stk;Verpackung/Reinigungsmittel/Hygiene;19;8,79;10,46
Julian - V2 - Tablett oval mittel - 5 Stk 728011;Verpackung/Reinigungsmittel/Hygiene;19;2,29;2,73
Julian - Alu Karton Deckel - R1L - 100stk;Verpackung/Reinigungsmittel/Hygiene;19;3,49;4,15
JULIAN  - CR82L R65L CA C+C - 1x100stk. 728006DP;Verpackung/Reinigungsmittel/Hygiene;19;6,29;7,49
Julian - Alu Karton Deckel - R28L - 100stk;Verpackung/Reinigungsmittel/Hygiene;19;3,39;4,03
Julian - Alu Karton Deckel - R45L - 100stk;Verpackung/Reinigungsmittel/Hygiene;19;3,35;3,99
Auberginen NL  10 Kg;Gemüse;7;0;0
Julian - Alu Karton Deckel - R13L - 100stk;Verpackung/Reinigungsmittel/Hygiene;19;3,35;3,99
Julian - R28L  Aluschale rechteckig 435 ml - 100stk;Verpackung/Reinigungsmittel/Hygiene;19;4,89;5,82
Julian - R13L  Aluschale rechteckig 685 ml - 100stk;Verpackung/Reinigungsmittel/Hygiene;19;6,59;7,84
Julian - R65L   Aluschale rechteckig 670 ml - 100 Stk 728006P;Verpackung/Reinigungsmittel/Hygiene;19;7,59;9,03
Julian - KU0B - Pappteller - 17,5x10x22,4 - 250 Stk;Verpackung/Reinigungsmittel/Hygiene;19;3,99;4,75
KU40 - Pappteller - 12x15x2 - 250 Stk;Verpackung/Reinigungsmittel/Hygiene;19;4,99;5,94
Pappteller - eckig - 11x17cm - weiß;Verpackung/Reinigungsmittel/Hygiene;19;3,59;4,27
Julian - R45L  Aluschale rechteckig 940 ml - 100 Stk;Verpackung/Reinigungsmittel/Hygiene;19;7,49;8,91
KÜCHENCHEF  Rapsöl  10Lt - %100 rein;Öle;7;15,99;17,11
BEBETO  Freeze Crunchy - Blue Raspberry Rings  35g;Snacks & Süßwaren;7;0,79;0,85
BEBETO  Marshmallow Twisted  250g;Snacks & Süßwaren;7;1,39;1,49
BEBETO  Marshmallow Pink & White  250g;Snacks & Süßwaren;7;1,39;1,49
BEBETO  Marshmallow Watermelon  250g;Snacks & Süßwaren;7;1,39;1,49
BEBETO  Marshmallow Mix  250g;Snacks & Süßwaren;7;1,39;1,49
BEBETO  Marshmallow Baklava  250g;Snacks & Süßwaren;7;1,39;1,49
BEBETO  S. Peach Rings  300g;Snacks & Süßwaren;7;1,56;1,67
BEBETO  S. Cola Bottles  300g;Snacks & Süßwaren;7;1,56;1,67
BEBETO  S. Watermelon  300g;Snacks & Süßwaren;7;1,56;1,67
BEBETO  Oily Mix  300g;Snacks & Süßwaren;7;1,56;1,67
BEBETO  O. Worms  300g;Snacks & Süßwaren;7;1,56;1,67
BEBETO  O. 12 Bears  300g;Snacks & Süßwaren;7;1,56;1,67
BEBETO Extra Long Bubble Gum-  Meter Gum Mix Stand  36g;Snacks & Süßwaren;7;0,69;0,74
FUNSIE  Gooz 3D Eyeball Gummy Candy  75g;Snacks & Süßwaren;7;0,79;0,85
FUNSIE  Gooz Strawberry Gummy Candy  75g;Snacks & Süßwaren;7;0,79;0,85
FUNSIE  Gooz Peach Gummy Candy  75g;Snacks & Süßwaren;7;0,79;0,85
FUNSIE  Gooz Watermelon Gummy Candy  75g;Snacks & Süßwaren;7;0,79;0,85
FUNSIE  Gooz  Football Gummy Candy - FB  75g;Snacks & Süßwaren;7;0,79;0,85
FUNSIE  Gooz  Football Gummy Candy - GS  75g;Snacks & Süßwaren;7;0,79;0,85
FUNSIE  Gooz  Football Gummy Candy - TS  75g;Snacks & Süßwaren;7;0,79;0,85
FUNSIE  Gooz  Football Gummy Candy - BJK  75g;Snacks & Süßwaren;7;0,79;0,85
FUNZI   Sour Lick  32g;Snacks & Süßwaren;7;0,73;0,78
FUNZI  Robop  40g;Snacks & Süßwaren;7;0,73;0,78
ÖzAydo Ayran 20x250 ml;Molkerei;7;5,49;5,87
FUNZI  Jumpop  23g;Snacks & Süßwaren;7;0,73;0,78
FUNZI  Spinner Pop  23g;Snacks & Süßwaren;7;0,73;0,78
DOREMI  Pervane Seker  25g;Snacks & Süßwaren;7;1,11;1,19
FENOMEN  Pop Candy Strawberry  27g;Snacks & Süßwaren;7;0,73;0,78
Harika Kanatlar Meyveli Seker  10g;Snacks & Süßwaren;7;1,36;1,46
FENOMEN  Süslü Lolipop  6g;Snacks & Süßwaren;7;1,23;1,32
FUNZI  Eyeball Gummy Candy  18g;Snacks & Süßwaren;7;0,3;0,32
FUNZI  Lolipop Candy With Light  10g;Snacks & Süßwaren;7;0,11;0,12
FUNZI  Capybara  12g;Snacks & Süßwaren;7;0,98;1,05
FUNZI  Poncik Toys  15g;Snacks & Süßwaren;7;1,73;1,85
FUNZI  Sweet Bear Gum Machine  30g;Snacks & Süßwaren;7;1,23;1,32
FUNZI  Graffie Gum Machine  30g;Snacks & Süßwaren;7;1,23;1,32
AKAS  Dips Lollipop Strawberry  12g;Snacks & Süßwaren;7;0,12;0,13
AKAS  Dips Lollipop Cola  12g;Snacks & Süßwaren;7;0,12;0,13
AKAS  Popping Boom Candy Strawberry  4g;Snacks & Süßwaren;7;0,09;0,1
AKAS  Popping Boom Candy Cola  4g;Snacks & Süßwaren;7;0,09;0,1
AKAS  Flavoured Lollipop  16g;Snacks & Süßwaren;7;0,11;0,12
TURBO  Bubble Gum  4,5g;Snacks & Süßwaren;7;0,05;0,05
FUNZI  Boom Moji Eksi Sakiz  5g;Snacks & Süßwaren;7;0,05;0,05
Eye Ball Soft Candy  14g;Snacks & Süßwaren;7;0,2;0,21
FUNZI  Egg Toys Mix  15g;Snacks & Süßwaren;7;0,31;0,33
OZIBOX  Motosiklet  15g;Snacks & Süßwaren;7;1,49;1,59
OZIBOX  Horse Carriage  20g;Snacks & Süßwaren;7;1,86;1,99
OZIBOX  Jackpot Bubble Gum Machine  20g;Snacks & Süßwaren;7;1,11;1,19
OZIBOX  Planes  30g;Snacks & Süßwaren;7;1,86;1,99
OZIBOX  Telephone  30g;Snacks & Süßwaren;7;1,86;1,99
OZIBOX  Ozi Guard  2g;Snacks & Süßwaren;7;1,19;1,27
Pizza- Karton 33x33x4,2  Doppelkraft Pijama;Verpackung/Reinigungsmittel/Hygiene;19;19,12;22,75
OZIBOX  Jackpot Bubble Gum Machine  30g;Snacks & Süßwaren;7;1,11;1,19
FUNZI  Lolipop Marshmallow  45g;Snacks & Süßwaren;7;0,73;0,78
BIFA  Kare Cake mit Marsmallow  175g;Snacks & Süßwaren;7;1,11;1,19
BIFA  Kare Cake mit Karamel  175g;Snacks & Süßwaren;7;1,11;1,19
BIFA  Kare Cake mit Coconut  175g;Snacks & Süßwaren;7;1,11;1,19
BIFA  Mini Keks Shocoko  180g;Snacks & Süßwaren;7;1,07;1,14
BIFA  Mini Keks Tiramisu  180g;Snacks & Süßwaren;7;1,07;1,14
BIFA  Mini Keks Cherry  180g;Snacks & Süßwaren;7;1,07;1,14
BIFA  Mini Duo Keks  170g;Snacks & Süßwaren;7;1,07;1,14
BIFA  Mini Keks Banana  180g;Snacks & Süßwaren;7;1,07;1,14
BIFA  Keks mit Shocoko  45g;Snacks & Süßwaren;7;0,27;0,29
BIFA  Keks mit Pistachio  45g;Snacks & Süßwaren;7;0,29;0,31
BIFA  Roll Cake mit Cocoa  50g;Snacks & Süßwaren;7;0,3;0,32
BIFA  Roll Cake mit Strawberry  50g;Snacks & Süßwaren;7;0,3;0,32
BIFA  Roll Cake Black & White  50g;Snacks & Süßwaren;7;0,3;0,32
BIFA  Richy Koala Cake  55g;Snacks & Süßwaren;7;0,3;0,32
BIFA  Thinster Wafer Cocoa Cream  142g;Snacks & Süßwaren;7;0,71;0,76
BIFA  Thinster Wafer Hazelnut Cream  142g;Snacks & Süßwaren;7;0,71;0,76
BIFA  Thinster Wafer F.Fruits Cream  142g;Snacks & Süßwaren;7;0,71;0,76
BIFA  Thinster Wafer Strawberry Cream  142g;Snacks & Süßwaren;7;0,71;0,76
BIFA  Full Top Cake mit Coconut  216g;Snacks & Süßwaren;7;0,71;0,76
BIFA  Dadey Biscuits Cake  216g;Snacks & Süßwaren;7;0,71;0,76
AYFIT  Ayran  250ml;Molkerei;7;6,2;6,63
BIFA  Dolcero Cocoa Milk Souffle  50g;Snacks & Süßwaren;7;0,31;0,33
BIFA  Finger Biscuits  780g;Snacks & Süßwaren;7;2,05;2,19
BIFA  Petibeurre Biscuits  800g;Snacks & Süßwaren;7;2,05;2,19
BIFA  Vanilla Sandwich Biscuit  240g;Snacks & Süßwaren;7;1,27;1,36
BIFA  Banana Sandwich Biscuit  240g;Snacks & Süßwaren;7;1,27;1,36
BIFA  Strawberry Sandwich Biscuit  240g;Snacks & Süßwaren;7;1,27;1,36
BIFA  Cocoa Sandwich Biscuit  240g;Snacks & Süßwaren;7;1,27;1,36
BIFA  Cocoa Bakers Mosaic Biscuit  240g;Snacks & Süßwaren;7;1,23;1,32
BIFA  Tatkek Fruit Baton Cake  220g;Snacks & Süßwaren;7;1,09;1,17
BIFA  Tatkek Mozaik Baton Cake  220g;Snacks & Süßwaren;7;1,09;1,17
BIFA  Wafers With Banana  400g;Snacks & Süßwaren;7;1,23;1,32
BIFA  Sesame Biscuits  70g;Snacks & Süßwaren;7;0,32;0,34
BIFA  Vanilla Cream Biscuit  60g;Snacks & Süßwaren;7;0,32;0,34
BIFA  Cocoa Milk Cake Biscuit Drops  80g;Snacks & Süßwaren;7;0,41;0,44
BIFA  Mosaic Biscuit Cocoa Cream  80g;Snacks & Süßwaren;7;0,41;0,44
BIFA  2000 Sandwich Pistachio  230g;Snacks & Süßwaren;7;0,93;1
MR. HOOT  Rocks Lollii (Stand)  25g;Snacks & Süßwaren;7;0,35;0,37
MR. HOOT  Fingers Whirly Lollipop (Stand) 30g;Snacks & Süßwaren;7;0,35;0,37
MR. HOOT  Fusion Straw Lollipop Display  30g;Snacks & Süßwaren;7;0,75;0,8
MR. HOOT  Sweet Burger Toy Candy  20g;Snacks & Süßwaren;7;0,76;0,81
MR. HOOT  Whirly Lollipop Display Box  30g;Snacks & Süßwaren;7;0,38;0,41
MR. HOOT  Ice Cream Lolli  30g;Snacks & Süßwaren;7;0,62;0,66
MR. HOOT  Twist Burst Candy Gel  30g;Snacks & Süßwaren;7;0,67;0,72
Snoepie Schnuller Emzik Hard Candy  35g;Snacks & Süßwaren;7;0,6;0,64
BEBETO  Karton Baza  180g Jelly / 250g M.Mallow;Snacks & Süßwaren;19;0,01;0,01
BEBETO  Freeze Crunchy - Watermelon  35g;Snacks & Süßwaren;7;0,79;0,85
BEBETO  Freeze Crunchy - Peach Rings  35g;Snacks & Süßwaren;7;0,79;0,85
Paprika Kapya / Kapya Biberi - 6kg;Gemüse;7;0;0
Kilcik;Gemüse;7;0;0
Cin Biber;Gemüse;7;0;0
Wassermelone  Marok;Obst;7;0;0
Lauch / Porree;Gemüse;7;0;0
